"","participant","cue","response","response_order","condition"
"9513","MM_053","empty","loss",3,"cl"
"9514","MM_053","wind","outside",1,"cl"
"9515","MM_053","wind","breeze",2,"cl"
"9516","MM_053","wind","fall",3,"cl"
"9517","MM_053","tiny","tim",1,"cl"
"9518","MM_053","tiny","small",2,"cl"
"9519","MM_053","tiny","can",3,"cl"
"9520","MM_053","stand","up",1,"cl"
"9521","MM_053","stand","comedy",2,"cl"
"9522","MM_053","stand","legs",3,"cl"
"9523","MM_053","climb","rock",1,"cl"
"9524","MM_053","climb","wall",2,"cl"
"9525","MM_053","climb","fence",3,"cl"
"9526","MM_053","kitchen","knife",1,"cl"
"9527","MM_053","kitchen","food",2,"cl"
"9528","MM_053","kitchen","appliance",3,"cl"
"9529","MM_053","ankle","sprain",1,"cl"
"9530","MM_053","ankle","rotate",2,"cl"
"9531","MM_053","ankle","achilles",3,"cl"
"9532","MM_053","with","together",1,"cl"
"9533","MM_053","with","joint",2,"cl"
"9534","MM_053","with","",3,"cl"
"9535","MM_053","pillow","talk",1,"cl"
"9536","MM_053","pillow","mint",2,"cl"
"9537","MM_053","pillow","fluffy",3,"cl"
"9538","MM_053","buy","spend",1,"cl"
"9539","MM_053","buy","consumption",2,"cl"
"9540","MM_053","buy","need",3,"cl"
"9541","MM_054","little","pig",1,"cl"
"9542","MM_054","little","small",2,"cl"
"9543","MM_054","little","big",3,"cl"
"9544","MM_054","love","heart",1,"cl"
"9545","MM_054","love","family",2,"cl"
"9546","MM_054","love","belonging",3,"cl"
"9547","MM_054","stand","up",1,"cl"
"9548","MM_054","stand","upright",2,"cl"
"9549","MM_054","stand","still",3,"cl"
"9550","MM_054","truck","wheels",1,"cl"
"9551","MM_054","truck","car",2,"cl"
"9552","MM_054","truck","utility",3,"cl"
"9553","MM_054","coke","diet",1,"cl"
"9554","MM_054","coke","cup",2,"cl"
"9555","MM_054","coke","can",3,"cl"
"9556","MM_054","turn","right",1,"cl"
"9557","MM_054","turn","left",2,"cl"
"9558","MM_054","turn","signal",3,"cl"
"9559","MM_054","game","board",1,"cl"
"9560","MM_054","game","bored",2,"cl"
"9561","MM_054","game","bingo",3,"cl"
"9562","MM_054","show","ballet",1,"cl"
"9563","MM_054","show","play",2,"cl"
"9564","MM_054","show","concert",3,"cl"
"9565","MM_054","movie","cinema",1,"cl"
"9566","MM_054","movie","popcorn",2,"cl"
"9567","MM_054","movie","television",3,"cl"
"9568","MM_054","bedroom","bed",1,"cl"
"9569","MM_054","bedroom","sleep",2,"cl"
"9570","MM_054","bedroom","sheets",3,"cl"
"9571","MM_054","sneaker","shoes",1,"cl"
"9572","MM_054","sneaker","laces",2,"cl"
"9573","MM_054","sneaker","white",3,"cl"
"9574","MM_054","empty","box",1,"cl"
"9575","MM_054","empty","glass",2,"cl"
"9576","MM_054","empty","nothing",3,"cl"
"9577","MM_054","hat","sunglasses",1,"cl"
"9578","MM_054","hat","bucket",2,"cl"
"9579","MM_054","hat","cap",3,"cl"
"9580","MM_054","daddy","mummy",1,"cl"
"9581","MM_054","daddy","father",2,"cl"
"9582","MM_054","daddy","dad",3,"cl"
"9583","MM_054","hi","bye",1,"cl"
"9584","MM_054","hi","hello",2,"cl"
"9585","MM_054","hi","greeting",3,"cl"
"9586","MM_054","high","sky",1,"cl"
"9587","MM_054","high","lift",2,"cl"
"9588","MM_054","high","elevator",3,"cl"
"9589","MM_054","drive","car",1,"cl"
"9590","MM_054","drive","far",2,"cl"
"9591","MM_054","drive","slow",3,"cl"
"9592","MM_054","take","away",1,"cl"
"9593","MM_054","take","upon",2,"cl"
"9594","MM_054","take","it",3,"cl"
"9595","MM_054","share","plate",1,"cl"
"9596","MM_054","share","caring",2,"cl"
"9597","MM_054","share","clothes",3,"cl"
"9598","MM_054","yogurt","museli",1,"cl"
"9599","MM_054","yogurt","granola",2,"cl"
"9600","MM_054","yogurt","cup",3,"cl"
"9601","MM_054","run","walk",1,"cl"
"9602","MM_054","run","sneakers",2,"cl"
"9603","MM_054","run","active",3,"cl"
"9604","MM_054","dance","ballet",1,"cl"
"9605","MM_054","dance","jazz",2,"cl"
"9606","MM_054","dance","hiphop",3,"cl"
"9607","MM_054","more","less",1,"cl"
"9608","MM_054","more","people",2,"cl"
"9609","MM_054","more","time",3,"cl"
"9610","MM_054","mommy","daddy",1,"cl"
"9611","MM_054","mommy","mother",2,"cl"
"9612","MM_054","mommy","nurturer",3,"cl"
"9613","MM_054","shopping","spree",1,"cl"
"9614","MM_054","shopping","bags",2,"cl"
"9615","MM_054","shopping","clothes",3,"cl"
"9616","MM_054","glasses","contacts",1,"cl"
"9617","MM_054","glasses","lenses",2,"cl"
"9618","MM_054","glasses","sunglasses",3,"cl"
"9619","MM_054","pillow","sleep",1,"cl"
"9620","MM_054","pillow","sheets",2,"cl"
"9621","MM_054","pillow","blanket",3,"cl"
"9622","MM_054","bench","park",1,"cl"
"9623","MM_054","bench","tree",2,"cl"
"9624","MM_054","bench","dog",3,"cl"
"9625","MM_054","church","bells",1,"cl"
"9626","MM_054","church","choir",2,"cl"
"9627","MM_054","church","priest",3,"cl"
"9628","MM_054","coffee","beans",1,"cl"
"9629","MM_054","coffee","cup",2,"cl"
"9630","MM_054","coffee","milk",3,"cl"
"9631","MM_054","yes","no",1,"cl"
"9632","MM_054","yes","yay",2,"cl"
"9633","MM_054","yes","okay",3,"cl"
"9634","MM_054","light","dark",1,"cl"
"9635","MM_054","light","sun",2,"cl"
"9636","MM_054","light","lamp",3,"cl"
"9637","MM_054","thirsty","water",1,"cl"
"9638","MM_054","thirsty","drink",2,"cl"
"9639","MM_054","thirsty","mouth",3,"cl"
"9640","MM_054","try","hard",1,"cl"
"9641","MM_054","try","bike",2,"cl"
"9642","MM_054","try","study",3,"cl"
"9643","MM_054","kitchen","oven",1,"cl"
"9644","MM_054","kitchen","stools",2,"cl"
"9645","MM_054","kitchen","fridge",3,"cl"
"9646","MM_054","please","thankyou",1,"cl"
"9647","MM_054","please","asking",2,"cl"
"9648","MM_054","please","no",3,"cl"
"9649","MM_054","climb","mountain",1,"cl"
"9650","MM_054","climb","rocks",2,"cl"
"9651","MM_054","climb","shoes",3,"cl"
"9652","MM_054","fine","maybe",1,"cl"
"9653","MM_054","fine","no",2,"cl"
"9654","MM_054","fine","china",3,"cl"
"9655","MM_054","careful","driving",1,"cl"
"9656","MM_054","careful","running",2,"cl"
"9657","MM_054","careful","diving",3,"cl"
"9658","MM_054","pizza","pepperoni",1,"cl"
"9659","MM_054","pizza","cheese",2,"cl"
"9660","MM_054","pizza","dough",3,"cl"
"9661","MM_054","teacher","pet",1,"cl"
"9662","MM_054","teacher","apple",2,"cl"
"9663","MM_054","teacher","school",3,"cl"
"9664","MM_054","kiss","tell",1,"cl"
"9665","MM_054","kiss","lips",2,"cl"
"9666","MM_054","kiss","mouth",3,"cl"
"9667","MM_054","why","because",1,"cl"
"9668","MM_054","why","asking",2,"cl"
"9669","MM_054","why","question",3,"cl"
"9670","MM_054","tiger","stripes",1,"cl"
"9671","MM_054","tiger","animal",2,"cl"
"9672","MM_054","tiger","zoo",3,"cl"
"9673","MM_054","hug","kiss",1,"cl"
"9674","MM_054","hug","arms",2,"cl"
"9675","MM_054","hug","warmth",3,"cl"
"9676","MM_054","purse","bag",1,"cl"
"9677","MM_054","purse","money",2,"cl"
"9678","MM_054","purse","coins",3,"cl"
"9679","MM_054","talk","speech",1,"cl"
"9680","MM_054","talk","mouth",2,"cl"
"9681","MM_054","talk","loud",3,"cl"
"9682","MM_054","people","pleaser",1,"cl"
"9683","MM_054","people","adults",2,"cl"
"9684","MM_054","people","children",3,"cl"
"9685","MM_054","with","people",1,"cl"
"9686","MM_054","with","ice",2,"cl"
"9687","MM_054","with","cheese",3,"cl"
"9688","MM_054","mine","yours",1,"cl"
"9689","MM_054","mine","belonging",2,"cl"
"9690","MM_054","mine","bag",3,"cl"
"9691","MM_054","like","dislike",1,"cl"
"9692","MM_054","like","love",2,"cl"
"9693","MM_054","like","hate",3,"cl"
"9694","MM_054","wind","blew",1,"cl"
"9695","MM_054","wind","weather",2,"cl"
"9696","MM_054","wind","trees",3,"cl"
"9697","MM_054","doctor","nurse",1,"cl"
"9698","MM_054","doctor","hospital",2,"cl"
"9699","MM_054","doctor","sick",3,"cl"
"9700","MM_054","buy","shopping",1,"cl"
"9701","MM_054","buy","clothes",2,"cl"
"9702","MM_054","buy","books",3,"cl"
"9703","MM_054","tiny","small",1,"cl"
"9704","MM_054","tiny","thing",2,"cl"
"9705","MM_054","tiny","little",3,"cl"
"9706","MM_054","feed","food",1,"cl"
"9707","MM_054","feed","party",2,"cl"
"9708","MM_054","feed","pizza",3,"cl"
"9709","MM_054","ankle","leg",1,"cl"
"9710","MM_054","ankle","foot",2,"cl"
"9711","MM_054","ankle","knee",3,"cl"
"9712","MM_054","jump","rope",1,"cl"
"9713","MM_054","jump","fly",2,"cl"
"9714","MM_054","jump","dive",3,"cl"
"9715","MM_054","medicine","prescription",1,"cl"
"9716","MM_054","medicine","doctor",2,"cl"
"9717","MM_054","medicine","pharmacy",3,"cl"
"9718","MM_054","will","do",1,"cl"
"9719","MM_054","will","not",2,"cl"
"9720","MM_054","will","happen",3,"cl"
"9721","MM_055","jump","hop",1,"n"
"9722","MM_055","jump","skip",2,"n"
"9723","MM_055","jump","play",3,"n"
"9724","MM_055","show","movie",1,"n"
"9725","MM_055","show","play",2,"n"
"9726","MM_055","show","acting",3,"n"
"9727","MM_055","buy","shop",1,"n"
"9728","MM_055","buy","money",2,"n"
"9729","MM_055","buy","store",3,"n"
"9730","MM_055","please","thanks",1,"n"
"9731","MM_055","please","",2,"n"
"9732","MM_055","please","",3,"n"
"9733","MM_055","stand","sit",1,"n"
"9734","MM_055","stand","up",2,"n"
"9735","MM_055","stand","",3,"n"
"9736","MM_055","careful","safety",1,"n"
"9737","MM_055","careful","yield",2,"n"
"9738","MM_055","careful","",3,"n"
"9739","MM_055","daddy","mommy",1,"n"
"9740","MM_055","daddy","family",2,"n"
"9741","MM_055","daddy","",3,"n"
"9742","MM_055","glasses","sun",1,"n"
"9743","MM_055","glasses","blind",2,"n"
"9744","MM_055","glasses","see",3,"n"
"9745","MM_055","like","dislike",1,"n"
"9746","MM_055","like","agree",2,"n"
"9747","MM_055","like","positive",3,"n"
"9748","MM_055","hi","bye",1,"n"
"9749","MM_055","hi","hello",2,"n"
"9750","MM_055","hi","hola",3,"n"
"9751","MM_055","drive","road",1,"n"
"9752","MM_055","drive","car",2,"n"
"9753","MM_055","drive","highway",3,"n"
"9754","MM_055","church","pew",1,"n"
"9755","MM_055","church","holy",2,"n"
"9756","MM_055","church","jesus",3,"n"
"9757","MM_055","with","have",1,"n"
"9758","MM_055","with","hold",2,"n"
"9759","MM_055","with","posses",3,"n"
"9760","MM_055","empty","nothing",1,"n"
"9761","MM_055","empty","",2,"n"
"9762","MM_055","empty","",3,"n"
"9763","MM_055","high","ride",1,"n"
"9764","MM_055","high","drugs",2,"n"
"9765","MM_055","high","stairs",3,"n"
"9766","MM_055","more","food",1,"n"
"9767","MM_055","more","time",2,"n"
"9768","MM_055","more","drinks",3,"n"
"9769","MM_055","coke","drink",1,"n"
"9770","MM_055","coke","beverage",2,"n"
"9771","MM_055","coke","refereshment",3,"n"
"9772","MM_055","game","play",1,"n"
"9773","MM_055","game","sport",2,"n"
"9774","MM_055","game","play",3,"n"
"9775","MM_055","pizza","eat",1,"n"
"9776","MM_055","pizza","beer",2,"n"
"9777","MM_055","pizza","pinapple",3,"n"
"9778","MM_055","wind","gust",1,"n"
"9779","MM_055","wind","leaves",2,"n"
"9780","MM_055","wind","trees",3,"n"
"9781","MM_055","turn","around",1,"n"
"9782","MM_055","turn","",2,"n"
"9783","MM_055","turn","",3,"n"
"9784","MM_055","people","humans",1,"n"
"9785","MM_055","people","",2,"n"
"9786","MM_055","people","",3,"n"
"9787","MM_055","kiss","boyfriend",1,"n"
"9788","MM_055","kiss","candy",2,"n"
"9789","MM_055","kiss","chocolate",3,"n"
"9790","MM_055","light","sun",1,"n"
"9791","MM_055","light","candle",2,"n"
"9792","MM_055","light","dark",3,"n"
"9793","MM_055","bench","park",1,"n"
"9794","MM_055","bench","ducks",2,"n"
"9795","MM_055","bench","sit",3,"n"
"9796","MM_055","ankle","sprain",1,"n"
"9797","MM_055","ankle","tibia",2,"n"
"9798","MM_055","ankle","foot",3,"n"
"9799","MM_055","love","heart",1,"n"
"9800","MM_055","love","boyfriend",2,"n"
"9801","MM_055","love","happines",3,"n"
"9802","MM_055","why","how",1,"n"
"9803","MM_055","why","if",2,"n"
"9804","MM_055","why","what",3,"n"
"9805","MM_055","shopping","mall",1,"n"
"9806","MM_055","shopping","store",2,"n"
"9807","MM_055","shopping","buy",3,"n"
"9808","MM_055","mine","yours",1,"n"
"9809","MM_055","mine","ours",2,"n"
"9810","MM_055","mine","theirs",3,"n"
"9811","MM_055","medicine","drugs",1,"n"
"9812","MM_055","medicine","pharmacy",2,"n"
"9813","MM_055","medicine","treatment",3,"n"
"9814","MM_055","yogurt","fruit",1,"n"
"9815","MM_055","yogurt","berries",2,"n"
"9816","MM_055","yogurt","granola",3,"n"
"9817","MM_055","hat","beanie",1,"n"
"9818","MM_055","hat","shade",2,"n"
"9819","MM_055","hat","bucket",3,"n"
"9820","MM_055","dance","group",1,"n"
"9821","MM_055","dance","salsa",2,"n"
"9822","MM_055","dance","bachata",3,"n"
"9823","MM_055","movie","popcorn",1,"n"
"9824","MM_055","movie","ticket",2,"n"
"9825","MM_055","movie","theaters",3,"n"
"9826","MM_055","run","walk",1,"n"
"9827","MM_055","run","hop",2,"n"
"9828","MM_055","run","stroll",3,"n"
"9829","MM_055","tiny","small",1,"n"
"9830","MM_055","tiny","micro",2,"n"
"9831","MM_055","tiny","small",3,"n"
"9832","MM_055","feed","chickens",1,"n"
"9833","MM_055","feed","fish",2,"n"
"9834","MM_055","feed","ducks",3,"n"
"9835","MM_055","kitchen","oven",1,"n"
"9836","MM_055","kitchen","bake",2,"n"
"9837","MM_055","kitchen","cook",3,"n"
"9838","MM_055","sneaker","wear",1,"n"
"9839","MM_055","sneaker","shoe",2,"n"
"9840","MM_055","sneaker","run",3,"n"
"9841","MM_055","truck","car",1,"n"
"9842","MM_055","truck","big",2,"n"
"9843","MM_055","truck","haul",3,"n"
"9844","MM_055","bedroom","sleep",1,"n"
"9845","MM_055","bedroom","bed",2,"n"
"9846","MM_055","bedroom","blanket",3,"n"
"9847","MM_055","mommy","mom",1,"n"
"9848","MM_055","mommy","ma",2,"n"
"9849","MM_055","mommy","mama",3,"n"
"9850","MM_055","coffee","drink",1,"n"
"9851","MM_055","coffee","bread",2,"n"
"9852","MM_055","coffee","hot",3,"n"
"9853","MM_055","purse","money",1,"n"
"9854","MM_055","purse","id",2,"n"
"9855","MM_055","purse","lipstick",3,"n"
"9856","MM_055","little","small",1,"n"
"9857","MM_055","little","tiny",2,"n"
"9858","MM_055","little","micro",3,"n"
"9859","MM_055","pillow","sleep",1,"n"
"9860","MM_055","pillow","headrest",2,"n"
"9861","MM_055","pillow","soft",3,"n"
"9862","MM_055","climb","rocks",1,"n"
"9863","MM_055","climb","hiking",2,"n"
"9864","MM_055","climb","park",3,"n"
"9865","MM_055","talk","speak",1,"n"
"9866","MM_055","talk","mouth",2,"n"
"9867","MM_055","talk","words",3,"n"
"9868","MM_055","tiger","lsu",1,"n"
"9869","MM_055","tiger","mike",2,"n"
"9870","MM_055","tiger","stripes",3,"n"
"9871","MM_055","hug","kiss",1,"n"
"9872","MM_055","hug","boyfriend",2,"n"
"9873","MM_055","hug","friend",3,"n"
"9874","MM_055","fine","hot",1,"n"
"9875","MM_055","fine","pretty",2,"n"
"9876","MM_055","fine","gorgeous",3,"n"
"9877","MM_055","will","death",1,"n"
"9878","MM_055","will","contract",2,"n"
"9879","MM_055","will","property",3,"n"
"9880","MM_055","teacher","teach",1,"n"
"9881","MM_055","teacher","learn",2,"n"
"9882","MM_055","teacher","school",3,"n"
"9883","MM_055","share","chips",1,"n"
"9884","MM_055","share","answers",2,"n"
"9885","MM_055","share","food",3,"n"
"9886","MM_055","try","attempt",1,"n"
"9887","MM_055","try","best",2,"n"
"9888","MM_055","try","hope",3,"n"
"9889","MM_055","yes","agree",1,"n"
"9890","MM_055","yes","no",2,"n"
"9891","MM_055","yes","yeah",3,"n"
"9892","MM_055","doctor","phd",1,"n"
"9893","MM_055","doctor","school",2,"n"
"9894","MM_055","doctor","surgeon",3,"n"
"9895","MM_055","thirsty","drink",1,"n"
"9896","MM_055","thirsty","water",2,"n"
"9897","MM_055","thirsty","gatorade",3,"n"
"9898","MM_055","take","mine",1,"n"
"9899","MM_055","take","steal",2,"n"
"9900","MM_055","take","",3,"n"
"9901","MM_056","climb","hike",1,"cl"
"9902","MM_056","climb","ladder",2,"cl"
"9903","MM_056","climb","up",3,"cl"
"9904","MM_056","careful","beware",1,"cl"
"9905","MM_056","careful","steady",2,"cl"
"9906","MM_056","careful","anxious",3,"cl"
"9907","MM_056","truck","car",1,"cl"
"9908","MM_056","truck","drive",2,"cl"
"9909","MM_056","truck","useful",3,"cl"
"9910","MM_056","sneaker","shoe",1,"cl"
"9911","MM_056","sneaker","laces",2,"cl"
"9912","MM_056","sneaker","tongue",3,"cl"
"9913","MM_056","yes","no",1,"cl"
"9914","MM_056","yes","anwser",2,"cl"
"9915","MM_056","yes","differnt",3,"cl"
"9916","MM_056","bench","sofa",1,"cl"
"9917","MM_056","bench","chair",2,"cl"
"9918","MM_056","bench","park",3,"cl"
"9919","MM_056","purse","bag",1,"cl"
"9920","MM_056","purse","handbag",2,"cl"
"9921","MM_056","purse","backpack",3,"cl"
"9922","MM_056","empty","nothing",1,"cl"
"9923","MM_056","empty","none",2,"cl"
"9924","MM_056","empty","bare",3,"cl"
"9925","MM_056","run","jog",1,"cl"
"9926","MM_056","run","walk",2,"cl"
"9927","MM_056","run","sprint",3,"cl"
"9928","MM_056","stand","situp",1,"cl"
"9929","MM_056","stand","wait",2,"cl"
"9930","MM_056","stand","walk",3,"cl"
"9931","MM_056","kitchen","cook",1,"cl"
"9932","MM_056","kitchen","dishwasher",2,"cl"
"9933","MM_056","kitchen","oven",3,"cl"
"9934","MM_056","try","effort",1,"cl"
"9935","MM_056","try","complete",2,"cl"
"9936","MM_056","try","work",3,"cl"
"9937","MM_056","shopping","want",1,"cl"
"9938","MM_056","shopping","look",2,"cl"
"9939","MM_056","shopping","walk",3,"cl"
"9940","MM_056","pizza","food",1,"cl"
"9941","MM_056","pizza","cheese",2,"cl"
"9942","MM_056","pizza","tomato",3,"cl"
"9943","MM_056","coke","drink",1,"cl"
"9944","MM_056","coke","soda",2,"cl"
"9945","MM_056","coke","sugar",3,"cl"
"9946","MM_056","feed","give",1,"cl"
"9947","MM_056","feed","bring",2,"cl"
"9948","MM_056","feed","help",3,"cl"
"9949","MM_056","coffee","sugar",1,"cl"
"9950","MM_056","coffee","black",2,"cl"
"9951","MM_056","coffee","energize",3,"cl"
"9952","MM_056","please","help",1,"cl"
"9953","MM_056","please","happy",2,"cl"
"9954","MM_056","please","give",3,"cl"
"9955","MM_056","like","want",1,"cl"
"9956","MM_056","like","adore",2,"cl"
"9957","MM_056","like","please",3,"cl"
"9958","MM_056","bedroom","bed",1,"cl"
"9959","MM_056","bedroom","sleep",2,"cl"
"9960","MM_056","bedroom","windows",3,"cl"
"9961","MM_056","tiger","animal",1,"cl"
"9962","MM_056","tiger","savage",2,"cl"
"9963","MM_056","tiger","vicisous",3,"cl"
"9964","MM_056","dance","emote",1,"cl"
"9965","MM_056","dance","sing",2,"cl"
"9966","MM_056","dance","balance",3,"cl"
"9967","MM_056","mine","want",1,"cl"
"9968","MM_056","mine","only",2,"cl"
"9969","MM_056","mine","dramatic",3,"cl"
"9970","MM_056","fine","okay",1,"cl"
"9971","MM_056","fine","alright",2,"cl"
"9972","MM_056","fine","whatver",3,"cl"
"9973","MM_056","why","explain",1,"cl"
"9974","MM_056","why","what",2,"cl"
"9975","MM_056","why","who",3,"cl"
"9976","MM_056","hat","cap",1,"cl"
"9977","MM_056","hat","clothes",2,"cl"
"9978","MM_056","hat","fedora",3,"cl"
"9979","MM_056","hi","hello",1,"cl"
"9980","MM_056","hi","greeting",2,"cl"
"9981","MM_056","hi","hey",3,"cl"
"9982","MM_056","high","pitch",1,"cl"
"9983","MM_056","high","lyrics",2,"cl"
"9984","MM_056","high","sound",3,"cl"
"9985","MM_056","game","idea",1,"cl"
"9986","MM_056","game","football",2,"cl"
"9987","MM_056","game","soccer",3,"cl"
"9988","MM_056","with","together",1,"cl"
"9989","MM_056","with","who",2,"cl"
"9990","MM_056","with","everyone",3,"cl"
"9991","MM_056","take","grab",1,"cl"
"9992","MM_056","take","steal",2,"cl"
"9993","MM_056","take","stole",3,"cl"
"9994","MM_056","drive","ride",1,"cl"
"9995","MM_056","drive","bike",2,"cl"
"9996","MM_056","drive","run",3,"cl"
"9997","MM_056","buy","bought",1,"cl"
"9998","MM_056","buy","got",2,"cl"
"9999","MM_056","buy","cash",3,"cl"
"10000","MM_056","glasses","vision",1,"cl"
"10001","MM_056","glasses","sunglasses",2,"cl"
"10002","MM_056","glasses","see",3,"cl"
"10003","MM_056","jump","hop",1,"cl"
"10004","MM_056","jump","game",2,"cl"
"10005","MM_056","jump","run",3,"cl"
"10006","MM_056","kiss","affection",1,"cl"
"10007","MM_056","kiss","peck",2,"cl"
"10008","MM_056","kiss","love",3,"cl"
"10009","MM_056","will","want",1,"cl"
"10010","MM_056","will","try",2,"cl"
"10011","MM_056","will","would",3,"cl"
"10012","MM_056","ankle","joint",1,"cl"
"10013","MM_056","ankle","body",2,"cl"
"10014","MM_056","ankle","bone",3,"cl"
"10015","MM_056","share","give",1,"cl"
"10016","MM_056","share","explurge",2,"cl"
"10017","MM_056","share","out",3,"cl"
"10018","MM_056","love","hug",1,"cl"
"10019","MM_056","love","kiss",2,"cl"
"10020","MM_056","love","affection",3,"cl"
"10021","MM_056","wind","gust",1,"cl"
"10022","MM_056","wind","season",2,"cl"
"10023","MM_056","wind","fall",3,"cl"
"10024","MM_056","church","mosque",1,"cl"
"10025","MM_056","church","relgious",2,"cl"
"10026","MM_056","church","god",3,"cl"
"10027","MM_056","hug","wrap",1,"cl"
"10028","MM_056","hug","hold",2,"cl"
