"","participant","cue","response","response_order","condition"
"8860","MM_050","empty","lonely",1,"n"
"8861","MM_050","empty","alone",2,"n"
"8862","MM_050","empty","untouche",3,"n"
"8863","MM_050","hug","comfort",1,"n"
"8864","MM_050","hug","friends",2,"n"
"8865","MM_050","hug","family",3,"n"
"8866","MM_050","please","kind",1,"n"
"8867","MM_050","please","respectful",2,"n"
"8868","MM_050","please","manners",3,"n"
"8869","MM_050","jump","hop",1,"n"
"8870","MM_050","jump","skip",2,"n"
"8871","MM_050","jump","high",3,"n"
"8872","MM_050","show","play",1,"n"
"8873","MM_050","show","musical",2,"n"
"8874","MM_050","show","tv",3,"n"
"8875","MM_050","sneaker","shoes",1,"n"
"8876","MM_050","sneaker","range",2,"n"
"8877","MM_050","sneaker","colors",3,"n"
"8878","MM_050","feed","tiktok",1,"n"
"8879","MM_050","feed","social",2,"n"
"8880","MM_050","feed","give",3,"n"
"8881","MM_050","light","sun",1,"n"
"8882","MM_050","light","lightbulb",2,"n"
"8883","MM_050","light","heaven",3,"n"
"8884","MM_050","mommy","mother",1,"n"
"8885","MM_050","mommy","comfort",2,"n"
"8886","MM_050","mommy","child",3,"n"
"8887","MM_050","run","escape",1,"n"
"8888","MM_050","run","flee",2,"n"
"8889","MM_050","run","entreprenur",3,"n"
"8890","MM_050","kitchen","cleaning",1,"n"
"8891","MM_050","kitchen","mother",2,"n"
"8892","MM_050","kitchen","meals",3,"n"
"8893","MM_050","thirsty","quench",1,"n"
"8894","MM_050","thirsty","dehydrated",2,"n"
"8895","MM_050","thirsty","water",3,"n"
"8896","MM_050","more","give",1,"n"
"8897","MM_050","more","take",2,"n"
"8898","MM_050","more","wanting",3,"n"
"8899","MM_050","game","play",1,"n"
"8900","MM_050","game","quit",2,"n"
"8901","MM_050","game","active",3,"n"
"8902","MM_050","will","obituary",1,"n"
"8903","MM_050","will","rigght",2,"n"
"8904","MM_050","will","",3,"n"
"8905","MM_050","bedroom","comfort",1,"n"
"8906","MM_050","bedroom","sleep",2,"n"
"8907","MM_050","bedroom","home",3,"n"
"8908","MM_050","buy","shop",1,"n"
"8909","MM_050","buy","spend",2,"n"
"8910","MM_050","buy","waste",3,"n"
"8911","MM_050","love","intimate",1,"n"
"8912","MM_050","love","parter",2,"n"
"8913","MM_050","love","everyone",3,"n"
"8914","MM_050","daddy","child",1,"n"
"8915","MM_050","daddy","father",2,"n"
"8916","MM_050","daddy","daughter",3,"n"
"8917","MM_050","talk","speak",1,"n"
"8918","MM_050","talk","discuss",2,"n"
"8919","MM_050","talk","chatter",3,"n"
"8920","MM_050","little","small",1,"n"
"8921","MM_050","little","miniscual",2,"n"
"8922","MM_050","little","small",3,"n"
"8923","MM_050","fine","ok",1,"n"
"8924","MM_050","fine","mediocre",2,"n"
"8925","MM_050","fine","middle",3,"n"
"8926","MM_050","like","middle",1,"n"
"8927","MM_050","like","love",2,"n"
"8928","MM_050","like","favor",3,"n"
"8929","MM_050","mine","take",1,"n"
"8930","MM_050","mine","protect",2,"n"
"8931","MM_050","mine","share",3,"n"
"8932","MM_050","pizza","trangle",1,"n"
"8933","MM_050","pizza","restauran",2,"n"
"8934","MM_050","pizza","delivery",3,"n"
"8935","MM_050","truck","loud",1,"n"
"8936","MM_050","truck","men",2,"n"
"8937","MM_050","truck","tires",3,"n"
"8938","MM_050","ankle","sprain",1,"n"
"8939","MM_050","ankle","break",2,"n"
"8940","MM_050","ankle","fracture",3,"n"
"8941","MM_050","share","give",1,"n"
"8942","MM_050","share","experience",2,"n"
"8943","MM_050","share","friends",3,"n"
"8944","MM_050","tiny","small",1,"n"
"8945","MM_050","tiny","miniscual",2,"n"
"8946","MM_050","tiny","little",3,"n"
"8947","MM_050","careful","observant",1,"n"
"8948","MM_050","careful","cautious",2,"n"
"8949","MM_050","careful","protective",3,"n"
"8950","MM_050","coke","drink",1,"n"
"8951","MM_050","coke","sugar",2,"n"
"8952","MM_050","coke","red",3,"n"
"8953","MM_050","yes","affirm",1,"n"
"8954","MM_050","yes","confirm",2,"n"
"8955","MM_050","yes","accept",3,"n"
"8956","MM_050","try","attempt",1,"n"
"8957","MM_050","try","succeed",2,"n"
"8958","MM_050","try","fail",3,"n"
"8959","MM_050","movie","show",1,"n"
"8960","MM_050","movie","theatre",2,"n"
"8961","MM_050","movie","quiet",3,"n"
"8962","MM_050","purse","necessity",1,"n"
"8963","MM_050","purse","required",2,"n"
"8964","MM_050","purse","hold",3,"n"
"8965","MM_050","with","along",1,"n"
"8966","MM_050","with","by",2,"n"
"8967","MM_050","with","",3,"n"
"8968","MM_050","take","steal",1,"n"
"8969","MM_050","take","snatch",2,"n"
"8970","MM_050","take","",3,"n"
"8971","MM_050","hat","cap",1,"n"
"8972","MM_050","hat","sun",2,"n"
"8973","MM_050","hat","beach",3,"n"
"8974","MM_050","pillow","soft",1,"n"
"8975","MM_050","pillow","comfortable",2,"n"
"8976","MM_050","pillow","bed",3,"n"
"8977","MM_050","medicine","help",1,"n"
"8978","MM_050","medicine","antibiotic",2,"n"
"8979","MM_050","medicine","doctor",3,"n"
"8980","MM_050","glasses","see",1,"n"
"8981","MM_050","glasses","blind",2,"n"
"8982","MM_050","glasses","read",3,"n"
"8983","MM_050","dance","fun",1,"n"
"8984","MM_050","dance","compete",2,"n"
"8985","MM_050","dance","nationals",3,"n"
"8986","MM_050","stand","tall",1,"n"
"8987","MM_050","stand","walk",2,"n"
"8988","MM_050","stand","play",3,"n"
"8989","MM_050","high","up",1,"n"
"8990","MM_050","high","clouds",2,"n"
"8991","MM_050","high","sun",3,"n"
"8992","MM_050","doctor","helper",1,"n"
"8993","MM_050","doctor","advie",2,"n"
"8994","MM_050","doctor","advice",3,"n"
"8995","MM_050","why","question",1,"n"
"8996","MM_050","why","difficult",2,"n"
"8997","MM_050","why","understand",3,"n"
"8998","MM_050","yogurt","healthy",1,"n"
"8999","MM_050","yogurt","granola",2,"n"
"9000","MM_050","yogurt","baby",3,"n"
"9001","MM_051","hug","family",1,"n"
"9002","MM_051","hug","love",2,"n"
"9003","MM_051","hug","care",3,"n"
"9004","MM_051","teacher","homework",1,"n"
"9005","MM_051","teacher","strict",2,"n"
"9006","MM_051","teacher","bored",3,"n"
"9007","MM_051","yes","no",1,"n"
"9008","MM_051","yes","maybe",2,"n"
"9009","MM_051","yes","agree",3,"n"
"9010","MM_051","shopping","broke",1,"n"
"9011","MM_051","shopping","money",2,"n"
"9012","MM_051","shopping","shoes",3,"n"
"9013","MM_051","run","tired",1,"n"
"9014","MM_051","run","air",2,"n"
"9015","MM_051","run","sweat",3,"n"
"9016","MM_051","with","without",1,"n"
"9017","MM_051","with","have",2,"n"
"9018","MM_051","with","things",3,"n"
"9019","MM_051","dance","party",1,"n"
"9020","MM_051","dance","music",2,"n"
"9021","MM_051","dance","fun",3,"n"
"9022","MM_051","yogurt","fruits",1,"n"
"9023","MM_051","yogurt","sweet",2,"n"
"9024","MM_051","yogurt","berries",3,"n"
"9025","MM_051","love","happiness",1,"n"
"9026","MM_051","love","partners",2,"n"
"9027","MM_051","love","family",3,"n"
"9028","MM_051","please","begging",1,"n"
"9029","MM_051","please","thanks",2,"n"
"9030","MM_051","please","give",3,"n"
"9031","MM_051","fine","attractive",1,"n"
"9032","MM_051","fine","tickets",2,"n"
"9033","MM_051","fine","ok",3,"n"
"9034","MM_051","pizza","pepperoni",1,"n"
"9035","MM_051","pizza","sausage",2,"n"
"9036","MM_051","pizza","crust",3,"n"
"9037","MM_051","will","live",1,"n"
"9038","MM_051","will","inheritance",2,"n"
"9039","MM_051","will","death",3,"n"
"9040","MM_051","more","alot",1,"n"
"9041","MM_051","more","many",2,"n"
"9042","MM_051","more","extra",3,"n"
"9043","MM_051","like","fond",1,"n"
"9044","MM_051","like","want",2,"n"
"9045","MM_051","like","admire",3,"n"
"9046","MM_051","wind","air",1,"n"
"9047","MM_051","wind","windy",2,"n"
"9048","MM_051","wind","clouds",3,"n"
"9049","MM_051","coffee","nasty",1,"n"
"9050","MM_051","coffee","bitter",2,"n"
"9051","MM_051","coffee","energy",3,"n"
"9052","MM_051","doctor","sickness",1,"n"
"9053","MM_051","doctor","treatment",2,"n"
"9054","MM_051","doctor","medical",3,"n"
"9055","MM_051","mommy","mom",1,"n"
"9056","MM_051","mommy","mother",2,"n"
"9057","MM_051","mommy","daughter",3,"n"
"9058","MM_051","buy","shop",1,"n"
"9059","MM_051","buy","money",2,"n"
"9060","MM_051","buy","broke",3,"n"
"9061","MM_051","hat","shade",1,"n"
"9062","MM_051","hat","hot",2,"n"
"9063","MM_051","hat","hair",3,"n"
"9064","MM_051","bedroom","sleep",1,"n"
"9065","MM_051","bedroom","covers",2,"n"
"9066","MM_051","bedroom","pillows",3,"n"
"9067","MM_051","careful","safety",1,"n"
"9068","MM_051","careful","cautious",2,"n"
"9069","MM_051","careful","slow",3,"n"
"9070","MM_051","climb","fall",1,"n"
"9071","MM_051","climb","hold",2,"n"
"9072","MM_051","climb","grip",3,"n"
"9073","MM_051","mine","possesive",1,"n"
"9074","MM_051","mine","me",2,"n"
"9075","MM_051","mine","control",3,"n"
"9076","MM_051","people","humans",1,"n"
"9077","MM_051","people","mammals",2,"n"
"9078","MM_051","people","life",3,"n"
"9079","MM_051","pillow","fluffy",1,"n"
"9080","MM_051","pillow","sleep",2,"n"
"9081","MM_051","pillow","cool",3,"n"
"9082","MM_051","take","have",1,"n"
"9083","MM_051","take","grab",2,"n"
"9084","MM_051","take","control",3,"n"
"9085","MM_051","kiss","love",1,"n"
"9086","MM_051","kiss","smooch",2,"n"
"9087","MM_051","kiss","partner",3,"n"
"9088","MM_051","drive","road",1,"n"
"9089","MM_051","drive","gas",2,"n"
"9090","MM_051","drive","music",3,"n"
"9091","MM_051","little","small",1,"n"
"9092","MM_051","little","minimal",2,"n"
"9093","MM_051","little","less",3,"n"
"9094","MM_051","light","bright",1,"n"
"9095","MM_051","light","small",2,"n"
"9096","MM_051","light","shine",3,"n"
"9097","MM_051","tiny","small",1,"n"
"9098","MM_051","tiny","",2,"n"
"9099","MM_051","tiny","",3,"n"
"9100","MM_051","high","heights",1,"n"
"9101","MM_051","high","scary",2,"n"
"9102","MM_051","high","fall",3,"n"
"9103","MM_051","tiger","mike",1,"n"
"9104","MM_051","tiger","stripes",2,"n"
"9105","MM_051","tiger","louisiana",3,"n"
"9106","MM_051","why","ask",1,"n"
"9107","MM_051","why","question",2,"n"
"9108","MM_051","why","confusion",3,"n"
"9109","MM_051","show","televison",1,"n"
"9110","MM_051","show","anime",2,"n"
"9111","MM_051","show","fiction",3,"n"
"9112","MM_051","thirsty","water",1,"n"
"9113","MM_051","thirsty","dehydrated",2,"n"
"9114","MM_051","thirsty","hot",3,"n"
"9115","MM_051","stand","tall",1,"n"
"9116","MM_051","stand","feet",2,"n"
"9117","MM_051","stand","up",3,"n"
"9118","MM_051","truck","ugly",1,"n"
"9119","MM_051","truck","road",2,"n"
"9120","MM_051","truck","huge",3,"n"
"9121","MM_051","game","apex",1,"n"
"9122","MM_051","game","playstaion",2,"n"
"9123","MM_051","game","xbox",3,"n"
"9124","MM_051","medicine","sick",1,"n"
"9125","MM_051","medicine","heal",2,"n"
"9126","MM_051","medicine","pill",3,"n"
"9127","MM_051","jump","volleyball",1,"n"
"9128","MM_051","jump","high",2,"n"
"9129","MM_051","jump","basketball",3,"n"
"9130","MM_051","kitchen","cooking",1,"n"
"9131","MM_051","kitchen","cleaning",2,"n"
"9132","MM_051","kitchen","eating",3,"n"
"9133","MM_051","hi","hello",1,"n"
"9134","MM_051","hi","hey",2,"n"
"9135","MM_051","hi","yo",3,"n"
"9136","MM_051","empty","none",1,"n"
"9137","MM_051","empty","emptiness",2,"n"
"9138","MM_051","empty","nothing",3,"n"
"9139","MM_051","coke","drugs",1,"n"
"9140","MM_051","coke","pop",2,"n"
"9141","MM_051","coke","spicy",3,"n"
"9142","MM_051","purse","bag",1,"n"
"9143","MM_051","purse","money",2,"n"
"9144","MM_051","purse","cute",3,"n"
"9145","MM_051","glasses","vision",1,"n"
"9146","MM_051","glasses","nerd",2,"n"
"9147","MM_051","glasses","reading",3,"n"
"9148","MM_051","ankle","sprain",1,"n"
"9149","MM_051","ankle","roll",2,"n"
"9150","MM_051","ankle","shoe",3,"n"
"9151","MM_051","feed","eat",1,"n"
"9152","MM_051","feed","fed",2,"n"
"9153","MM_051","feed","food",3,"n"
"9154","MM_051","talk","speak",1,"n"
"9155","MM_051","talk","talking",2,"n"
"9156","MM_051","talk","people",3,"n"
"9157","MM_051","try","effort",1,"n"
"9158","MM_051","try","persistance",2,"n"
"9159","MM_051","try","hard",3,"n"
"9160","MM_051","movie","watch",1,"n"
"9161","MM_051","movie","horror",2,"n"
"9162","MM_051","movie","comfortable",3,"n"
"9163","MM_051","bench","sit",1,"n"
"9164","MM_051","bench","hard",2,"n"
"9165","MM_051","bench","wooden",3,"n"
"9166","MM_051","share","",1,"n"
"9167","MM_051","share","give",2,"n"
"9168","MM_051","share","",3,"n"
"9169","MM_051","church","god",1,"n"
"9170","MM_051","church","christian",2,"n"
"9171","MM_051","church","believing",3,"n"
"9172","MM_051","sneaker","shoe",1,"n"
"9173","MM_051","sneaker","foot",2,"n"
"9174","MM_051","sneaker","trendy",3,"n"
"9175","MM_051","daddy","father",1,"n"
"9176","MM_051","daddy","dad",2,"n"
"9177","MM_051","daddy","son",3,"n"
"9178","MM_051","turn","right",1,"n"
"9179","MM_051","turn","left",2,"n"
"9180","MM_051","turn","uturn",3,"n"
"9181","MM_052","pillow","sleep",1,"c"
"9182","MM_052","pillow","dream",2,"c"
"9183","MM_052","pillow","sheets",3,"c"
"9184","MM_052","movie","theatre",1,"c"
"9185","MM_052","movie","popcorn",2,"c"
"9186","MM_052","movie","cany",3,"c"
"9187","MM_052","tiger","stripes",1,"c"
"9188","MM_052","tiger","predator",2,"c"
"9189","MM_052","tiger","wild",3,"c"
"9190","MM_052","fine","handsome",1,"c"
"9191","MM_052","fine","good",2,"c"
"9192","MM_052","fine","thin",3,"c"
"9193","MM_052","coffee","caffeen",1,"c"
"9194","MM_052","coffee","morning",2,"c"
"9195","MM_052","coffee","sleepy",3,"c"
"9196","MM_052","try","attempt",1,"c"
"9197","MM_052","try","effort",2,"c"
"9198","MM_052","try","guess",3,"c"
"9199","MM_052","daddy","father",1,"c"
"9200","MM_052","daddy","caretaker",2,"c"
"9201","MM_052","daddy","money",3,"c"
"9202","MM_052","drive","wheel",1,"c"
"9203","MM_052","drive","truck",2,"c"
"9204","MM_052","drive","wreckless",3,"c"
"9205","MM_052","pizza","cheese",1,"c"
"9206","MM_052","pizza","crust",2,"c"
"9207","MM_052","pizza","toppings",3,"c"
"9208","MM_052","more","surplus",1,"c"
"9209","MM_052","more","abundant",2,"c"
"9210","MM_052","more","add",3,"c"
"9211","MM_052","hi","hello",1,"c"
"9212","MM_052","hi","greeting",2,"c"
"9213","MM_052","hi","informal",3,"c"
"9214","MM_052","tiny","small",1,"c"
"9215","MM_052","tiny","micro",2,"c"
"9216","MM_052","tiny","squint",3,"c"
"9217","MM_052","game","toy",1,"c"
"9218","MM_052","game","kid",2,"c"
"9219","MM_052","game","fun",3,"c"
"9220","MM_052","turn","right",1,"c"
"9221","MM_052","turn","left",2,"c"
"9222","MM_052","turn","direction",3,"c"
"9223","MM_052","like","similar",1,"c"
"9224","MM_052","like","simile",2,"c"
"9225","MM_052","like","as",3,"c"
"9226","MM_052","hug","greet",1,"c"
"9227","MM_052","hug","warm",2,"c"
"9228","MM_052","hug","tight",3,"c"
"9229","MM_052","kiss","blush",1,"c"
"9230","MM_052","kiss","romantic",2,"c"
"9231","MM_052","kiss","happy",3,"c"
"9232","MM_052","medicine","cure",1,"c"
"9233","MM_052","medicine","disease",2,"c"
"9234","MM_052","medicine","treat",3,"c"
"9235","MM_052","wind","gust",1,"c"
"9236","MM_052","wind","air",2,"c"
"9237","MM_052","wind","blow",3,"c"
"9238","MM_052","show","theatre",1,"c"
"9239","MM_052","show","present",2,"c"
"9240","MM_052","show","movie",3,"c"
"9241","MM_052","bench","park",1,"c"
"9242","MM_052","bench","sit",2,"c"
"9243","MM_052","bench","rest",3,"c"
"9244","MM_052","hat","top",1,"c"
"9245","MM_052","hat","head",2,"c"
"9246","MM_052","hat","fasion",3,"c"
"9247","MM_052","run","sprint",1,"c"
"9248","MM_052","run","fast",2,"c"
"9249","MM_052","run","athlete",3,"c"
"9250","MM_052","dance","music",1,"c"
"9251","MM_052","dance","show",2,"c"
"9252","MM_052","dance","competiton",3,"c"
"9253","MM_052","jump","athlete",1,"c"
"9254","MM_052","jump","height",2,"c"
"9255","MM_052","jump","vertical",3,"c"
"9256","MM_052","careful","precaution",1,"c"
"9257","MM_052","careful","drivin",2,"c"
"9258","MM_052","careful","",3,"c"
"9259","MM_052","coke","soda",1,"c"
"9260","MM_052","coke","carbonation",2,"c"
"9261","MM_052","coke","cold",3,"c"
"9262","MM_052","share","kindness",1,"c"
"9263","MM_052","share","children",2,"c"
"9264","MM_052","share","",3,"c"
"9265","MM_052","take","steal",1,"c"
"9266","MM_052","take","snatch",2,"c"
"9267","MM_052","take","rude",3,"c"
"9268","MM_052","bedroom","pillow",1,"c"
"9269","MM_052","bedroom","decoration",2,"c"
"9270","MM_052","bedroom","bed",3,"c"
"9271","MM_052","teacher","classroom",1,"c"
"9272","MM_052","teacher","school",2,"c"
"9273","MM_052","teacher","study",3,"c"
"9274","MM_052","talk","communicate",1,"c"
"9275","MM_052","talk","mouth",2,"c"
"9276","MM_052","talk","language",3,"c"
"9277","MM_052","yogurt","milk",1,"c"
"9278","MM_052","yogurt","granola",2,"c"
"9279","MM_052","yogurt","fruit",3,"c"
"9280","MM_052","buy","purchase",1,"c"
"9281","MM_052","buy","expense",2,"c"
"9282","MM_052","buy","expensive",3,"c"
"9283","MM_052","empty","none",1,"c"
"9284","MM_052","empty","gone",2,"c"
"9285","MM_052","empty","",3,"c"
"9286","MM_052","doctor","medicine",1,"c"
"9287","MM_052","doctor","cure",2,"c"
"9288","MM_052","doctor","surgeon",3,"c"
"9289","MM_052","climb","mountain",1,"c"
"9290","MM_052","climb","hike",2,"c"
"9291","MM_052","climb","wilderness",3,"c"
"9292","MM_052","little","micro",1,"c"
"9293","MM_052","little","short",2,"c"
"9294","MM_052","little","small",3,"c"
"9295","MM_052","ankle","food",1,"c"
"9296","MM_052","ankle","pediatrist",2,"c"
"9297","MM_052","ankle","broken",3,"c"
"9298","MM_052","light","sun",1,"c"
"9299","MM_052","light","bright",2,"c"
"9300","MM_052","light","sunburn",3,"c"
"9301","MM_052","stand","tall",1,"c"
"9302","MM_052","stand","posture",2,"c"
"9303","MM_052","stand","walk",3,"c"
"9304","MM_052","please","kind",1,"c"
"9305","MM_052","please","asking",2,"c"
"9306","MM_052","please","polite",3,"c"
"9307","MM_052","kitchen","kinfe",1,"c"
"9308","MM_052","kitchen","cook",2,"c"
"9309","MM_052","kitchen","pans",3,"c"
"9310","MM_052","shopping","expense",1,"c"
"9311","MM_052","shopping","enjoyable",2,"c"
"9312","MM_052","shopping","money",3,"c"
"9313","MM_052","with","together",1,"c"
"9314","MM_052","with","companion",2,"c"
"9315","MM_052","with","along",3,"c"
"9316","MM_052","yes","accept",1,"c"
"9317","MM_052","yes","ask",2,"c"
"9318","MM_052","yes","good",3,"c"
"9319","MM_052","sneaker","shoe",1,"c"
"9320","MM_052","sneaker","foot",2,"c"
"9321","MM_052","sneaker","run",3,"c"
"9322","MM_052","purse","handbag",1,"c"
"9323","MM_052","purse","women",2,"c"
"9324","MM_052","purse","mone",3,"c"
"9325","MM_052","mine","belonging",1,"c"
"9326","MM_052","mine","land",2,"c"
"9327","MM_052","mine","bomb",3,"c"
"9328","MM_052","why","ask",1,"c"
"9329","MM_052","why","want",2,"c"
"9330","MM_052","why","student",3,"c"
"9331","MM_052","high","mountain",1,"c"
"9332","MM_052","high","altitude",2,"c"
"9333","MM_052","high","skiing",3,"c"
"9334","MM_052","people","humans",1,"c"
"9335","MM_052","people","friends",2,"c"
"9336","MM_052","people","companions",3,"c"
"9337","MM_052","feed","mother",1,"c"
"9338","MM_052","feed","eat",2,"c"
"9339","MM_052","feed","nutrition",3,"c"
"9340","MM_052","glasses","eyes",1,"c"
"9341","MM_052","glasses","eyesight",2,"c"
"9342","MM_052","glasses","glass",3,"c"
"9343","MM_052","church","god",1,"c"
"9344","MM_052","church","jesus",2,"c"
"9345","MM_052","church","",3,"c"
"9346","MM_052","will","name",1,"c"
"9347","MM_052","will","ask",2,"c"
"9348","MM_052","will","question",3,"c"
"9349","MM_052","love","unconditional",1,"c"
"9350","MM_052","love","married",2,"c"
"9351","MM_052","love","god",3,"c"
"9352","MM_052","truck","wheels",1,"c"
"9353","MM_052","truck","mud",2,"c"
"9354","MM_052","truck","loud",3,"c"
"9355","MM_052","mommy","mother",1,"c"
"9356","MM_052","mommy","kind",2,"c"
"9357","MM_052","mommy","home",3,"c"
"9358","MM_052","thirsty","water",1,"c"
"9359","MM_052","thirsty","midnight",2,"c"
"9360","MM_052","thirsty","parched",3,"c"
"9361","MM_053","sneaker","shoe",1,"cl"
"9362","MM_053","sneaker","feet",2,"cl"
"9363","MM_053","sneaker","heel",3,"cl"
"9364","MM_053","hi","annunciation",1,"cl"
"9365","MM_053","hi","welcome",2,"cl"
"9366","MM_053","hi","greeting",3,"cl"
"9367","MM_053","pizza","food",1,"cl"
"9368","MM_053","pizza","yummy",2,"cl"
"9369","MM_053","pizza","good",3,"cl"
"9370","MM_053","bench","sit",1,"cl"
"9371","MM_053","bench","concrete",2,"cl"
"9372","MM_053","bench","wood",3,"cl"
"9373","MM_053","more","mas",1,"cl"
"9374","MM_053","more","",2,"cl"
"9375","MM_053","more","",3,"cl"
"9376","MM_053","purse","hold",1,"cl"
"9377","MM_053","purse","big",2,"cl"
"9378","MM_053","purse","pretty",3,"cl"
"9379","MM_053","daddy","father",1,"cl"
"9380","MM_053","daddy","girl",2,"cl"
"9381","MM_053","daddy","authority",3,"cl"
"9382","MM_053","shopping","spree",1,"cl"
"9383","MM_053","shopping","money",2,"cl"
"9384","MM_053","shopping","mall",3,"cl"
"9385","MM_053","medicine","sick",1,"cl"
"9386","MM_053","medicine","hurt",2,"cl"
"9387","MM_053","medicine","drug",3,"cl"
"9388","MM_053","feed","hungry",1,"cl"
"9389","MM_053","feed","food",2,"cl"
"9390","MM_053","feed","dinner",3,"cl"
"9391","MM_053","love","boyfriend",1,"cl"
"9392","MM_053","love","family",2,"cl"
"9393","MM_053","love","god",3,"cl"
"9394","MM_053","kiss","peck",1,"cl"
"9395","MM_053","kiss","lips",2,"cl"
"9396","MM_053","kiss","boyfriend",3,"cl"
"9397","MM_053","talk","loud",1,"cl"
"9398","MM_053","talk","speech",2,"cl"
"9399","MM_053","talk","conversation",3,"cl"
"9400","MM_053","thirsty","drink",1,"cl"
"9401","MM_053","thirsty","soda",2,"cl"
"9402","MM_053","thirsty","water",3,"cl"
"9403","MM_053","movie","theatre",1,"cl"
"9404","MM_053","movie","good",2,"cl"
"9405","MM_053","movie","long",3,"cl"
"9406","MM_053","church","faith",1,"cl"
"9407","MM_053","church","god",2,"cl"
"9408","MM_053","church","temple",3,"cl"
"9409","MM_053","please","beg",1,"cl"
"9410","MM_053","please","ask",2,"cl"
"9411","MM_053","please","favor",3,"cl"
"9412","MM_053","bedroom","sleep",1,"cl"
"9413","MM_053","bedroom","bed",2,"cl"
"9414","MM_053","bedroom","comfort",3,"cl"
"9415","MM_053","mommy","mother",1,"cl"
"9416","MM_053","mommy","birth",2,"cl"
"9417","MM_053","mommy","figure",3,"cl"
"9418","MM_053","coffee","caffeine",1,"cl"
"9419","MM_053","coffee","hyper",2,"cl"
"9420","MM_053","coffee","good",3,"cl"
"9421","MM_053","share","caaring",1,"cl"
"9422","MM_053","share","",2,"cl"
"9423","MM_053","share","",3,"cl"
"9424","MM_053","run","fast",1,"cl"
"9425","MM_053","run","track",2,"cl"
"9426","MM_053","run","far",3,"cl"
"9427","MM_053","yogurt","dairy",1,"cl"
"9428","MM_053","yogurt","fruit",2,"cl"
"9429","MM_053","yogurt","vanilla",3,"cl"
"9430","MM_053","tiger","lsu",1,"cl"
"9431","MM_053","tiger","exotic",2,"cl"
"9432","MM_053","tiger","zoo",3,"cl"
"9433","MM_053","careful","glass",1,"cl"
"9434","MM_053","careful","fragile",2,"cl"
"9435","MM_053","careful","sorry",3,"cl"
"9436","MM_053","try","hard",1,"cl"
"9437","MM_053","try","test",2,"cl"
"9438","MM_053","try","sad",3,"cl"
"9439","MM_053","will","want",1,"cl"
"9440","MM_053","will","do",2,"cl"
"9441","MM_053","will","things",3,"cl"
"9442","MM_053","doctor","medecine",1,"cl"
"9443","MM_053","doctor","sick",2,"cl"
"9444","MM_053","doctor","health",3,"cl"
"9445","MM_053","coke","soda",1,"cl"
"9446","MM_053","coke","drug",2,"cl"
"9447","MM_053","coke","good",3,"cl"
"9448","MM_053","mine","item",1,"cl"
"9449","MM_053","mine","possession",2,"cl"
"9450","MM_053","mine","significant",3,"cl"
"9451","MM_053","jump","bungee",1,"cl"
"9452","MM_053","jump","rope",2,"cl"
"9453","MM_053","jump","hopscotch",3,"cl"
"9454","MM_053","yes","affirm",1,"cl"
"9455","MM_053","yes","grant",2,"cl"
"9456","MM_053","yes","allowed",3,"cl"
"9457","MM_053","take","steal",1,"cl"
"9458","MM_053","take","borrow",2,"cl"
"9459","MM_053","take","do",3,"cl"
"9460","MM_053","hat","head",1,"cl"
"9461","MM_053","hat","bald",2,"cl"
"9462","MM_053","hat","cap",3,"cl"
"9463","MM_053","truck","large",1,"cl"
"9464","MM_053","truck","fire",2,"cl"
"9465","MM_053","truck","pickup",3,"cl"
"9466","MM_053","high","top",1,"cl"
"9467","MM_053","high","drug",2,"cl"
"9468","MM_053","high","sky",3,"cl"
"9469","MM_053","drive","car",1,"cl"
"9470","MM_053","drive","speed",2,"cl"
"9471","MM_053","drive","mustang",3,"cl"
"9472","MM_053","like","enjoy",1,"cl"
"9473","MM_053","like","love",2,"cl"
"9474","MM_053","like","family",3,"cl"
"9475","MM_053","turn","flip",1,"cl"
"9476","MM_053","turn","chicken",2,"cl"
"9477","MM_053","turn","confy",3,"cl"
"9478","MM_053","little","small",1,"cl"
"9479","MM_053","little","child",2,"cl"
"9480","MM_053","little","",3,"cl"
"9481","MM_053","game","video",1,"cl"
"9482","MM_053","game","board",2,"cl"
"9483","MM_053","game","computer",3,"cl"
"9484","MM_053","dance","ballet",1,"cl"
"9485","MM_053","dance","hiphop",2,"cl"
"9486","MM_053","dance","comfortable",3,"cl"
"9487","MM_053","light","sun",1,"cl"
"9488","MM_053","light","florescent",2,"cl"
"9489","MM_053","light","bright",3,"cl"
"9490","MM_053","show","magic",1,"cl"
"9491","MM_053","show","theatre",2,"cl"
"9492","MM_053","show","tv",3,"cl"
"9493","MM_053","why","question",1,"cl"
"9494","MM_053","why","wonder",2,"cl"
"9495","MM_053","why","ask",3,"cl"
"9496","MM_053","hug","embrace",1,"cl"
"9497","MM_053","hug","touch",2,"cl"
"9498","MM_053","hug","no",3,"cl"
"9499","MM_053","people","humans",1,"cl"
"9500","MM_053","people","family",2,"cl"
"9501","MM_053","people","friends",3,"cl"
"9502","MM_053","fine","okay",1,"cl"
"9503","MM_053","fine","safe",2,"cl"
"9504","MM_053","fine","money",3,"cl"
"9505","MM_053","glasses","see",1,"cl"
"9506","MM_053","glasses","eyes",2,"cl"
"9507","MM_053","glasses","glass",3,"cl"
"9508","MM_053","teacher","education",1,"cl"
"9509","MM_053","teacher","learn",2,"cl"
"9510","MM_053","teacher","school",3,"cl"
"9511","MM_053","empty","gone",1,"cl"
"9512","MM_053","empty","none",2,"cl"
